login_variance,claim_interval_std,session_duration_mean,income_deviation,claim_velocity_7d,is_fraud
40.8494,70.908,152.45,0.1412,0.0,0
1.3106,0.295,4.8348,0.1372,3.0,1
16.4065,62.411,556.93,0.0366,0.0,0
92.65,74.2494,265.14,0.0554,0.0,0
19.3542,133.7092,568.08,0.085,1.0,0
9.6069,29.1125,417.64,0.2058,0.0,0
64.9044,81.4598,506.55,0.0905,2.0,0
58.06,128.8847,292.98,0.1009,1.0,0
62.0936,38.3058,312.27,0.1797,0.0,0
34.2828,35.3199,376.35,0.027,1.0,0
46.6508,101.7004,125.9,0.1213,0.0,0
68.93,24.3564,356.42,0.1902,0.0,0
56.38,47.8315,265.61,0.0486,0.0,0
351.031,0.2131,37.1119,0.3493,4.0,1
40.5031,127.3045,523.94,0.2177,0.0,0
20.345,64.7454,427.28,0.0871,0.0,0
31.7361,18.9052,241.55,0.0275,0.0,0
23.9618,193.1114,227.58,0.1895,0.0,0
44.9686,176.1327,231.42,0.0611,1.0,0
342.332,1.7352,196.8923,0.5453,3.0,1
15.1959,201.963,336.16,0.181,0.0,0
18.3849,157.2112,549.82,0.1628,0.0,0
28.924,108.1262,401.83,0.038,0.0,0
47.2773,129.2214,313.4,0.1044,1.0,0
38.2321,33.5247,153.0502,0.6198,1.0,1
25.4762,66.1513,140.75,0.0595,0.0,0
77.492,0.878,182.0864,0.3949,5.0,1
7.6092,86.6199,509.92,0.0615,0.0,0
28.0826,19.4932,128.2957,0.5846,1.0,1
49.4944,163.4772,376.3,0.0346,0.0,0
68.3136,137.1964,153.49,0.1495,0.0,0
72.4328,0.7109,365.7385,0.254,4.0,1
42.8524,81.9374,128.73,0.0995,0.0,0
31.0874,95.2936,456.31,0.0997,0.0,0
16.727,45.8547,228.2945,0.6616,3.0,1
34.0987,17.913,73.4837,0.6595,2.0,1
42.2963,198.7426,633.91,0.0455,1.0,0
16.429,175.5788,200.06,0.116,1.0,0
46.1597,61.3819,573.09,0.1976,0.0,0
18.2507,42.7353,572.16,0.1671,0.0,0
1.2581,0.3787,7.389,0.123,3.0,1
13.4061,156.6501,328.66,0.0902,0.0,0
40.9278,93.7651,246.72,0.0262,0.0,0
23.5206,113.7966,435.04,0.2087,1.0,0
37.9204,187.2133,158.75,0.1155,0.0,0
94.5121,1.9467,326.6052,0.2535,3.0,1
24.8669,32.2281,147.29,0.0151,0.0,0
61.1231,187.3908,531.48,0.2449,0.0,0
84.0084,47.298,607.31,0.1024,0.0,0
12.1988,169.9212,214.21,0.2048,1.0,0
1.0988,0.3559,7.39,0.1889,4.0,1
43.33,31.4114,403.53,0.2181,0.0,0
62.5114,88.3674,477.39,0.0419,0.0,0
332.306,0.0,198.4453,0.5286,2.0,1
13.6395,112.143,488.0,0.158,1.0,0
45.4114,77.3362,152.11,0.0925,0.0,0
29.5141,125.8456,189.82,0.1665,1.0,0
25.7399,160.5935,278.74,0.0181,1.0,0
20.4886,129.1197,164.28,0.1178,0.0,0
55.6017,152.8908,245.42,0.061,0.0,0
15.4952,88.4387,452.92,0.2242,1.0,0
18.5465,191.3749,172.12,0.1465,1.0,0
42.1888,165.901,253.3,0.0684,0.0,0
39.2178,84.3665,161.2224,0.5277,2.0,1
38.3386,173.2842,287.1,0.0423,0.0,0
1067.829,1.0168,44.824,0.4635,3.0,1
63.9752,70.6397,267.07,0.0404,0.0,0
39.8741,175.276,309.83,0.1811,1.0,0
37.0582,102.6905,481.34,0.0318,0.0,0
13.0237,155.0888,141.6,0.1507,0.0,0
42.4584,40.8907,460.17,0.068,0.0,0
16.5898,161.7054,627.44,0.102,0.0,0
49.9372,189.2478,147.22,0.0758,1.0,0
53.0625,121.496,462.99,0.0158,0.0,0
9.1803,232.4598,228.8,0.0317,0.0,0
71.4269,111.4334,347.12,0.0651,0.0,0
18.3977,198.0228,259.23,0.1412,0.0,0
62.7172,121.963,269.21,0.1232,0.0,0
41.4642,33.6888,434.5,0.1075,0.0,0
45.897,145.6878,238.86,0.1955,0.0,0
41.6143,159.6443,436.53,0.1485,0.0,0
28.6499,56.1723,480.11,0.0837,0.0,0
68.6605,132.7041,492.27,0.029,0.0,0
11.7642,166.2314,339.24,0.0552,0.0,0
49.1024,119.399,194.01,0.2012,0.0,0
14.3787,172.5465,517.21,0.1605,0.0,0
12.2927,197.4619,633.18,0.0631,0.0,0
53.6596,130.559,236.21,0.0359,0.0,0
53.5218,75.1896,204.2,0.1462,0.0,0
40.0392,151.1559,342.47,0.0108,0.0,0
68.3859,180.8476,377.24,0.0701,1.0,0
98.6917,1.7733,120.0804,0.5987,5.0,1
32.2477,65.8981,249.39,0.1223,0.0,0
50.1877,85.7278,540.13,0.0731,0.0,0
19.0044,107.3037,194.1,0.0332,0.0,0
64.9811,117.9093,667.42,0.0248,0.0,0
52.2916,83.0127,290.68,0.077,1.0,0
24.2346,123.4146,441.9,0.1159,0.0,0
54.2631,152.933,508.19,0.0492,1.0,0
9.7127,41.7732,264.6,0.0901,0.0,0
56.9133,145.7621,517.8,0.1286,1.0,0
368.495,0.9612,34.4196,0.3307,2.0,1
55.5921,38.0044,330.25,0.06,2.0,0
71.0774,94.2391,354.86,0.2123,0.0,0
53.2918,144.0567,538.85,0.1015,0.0,0
32.3327,112.2033,471.08,0.0191,0.0,0
61.7024,107.2431,342.06,0.1482,0.0,0
66.6343,30.4781,584.91,0.0193,0.0,0
76.0063,21.6512,323.79,0.169,0.0,0
22.2223,107.5541,532.93,0.2319,0.0,0
53.0079,143.7389,269.3,0.0094,0.0,0
50.9242,105.942,436.94,0.0328,0.0,0
25.393,79.1411,409.82,0.0836,1.0,0
21.1091,166.2341,484.9,0.0982,1.0,0
64.236,35.4867,161.85,0.1091,0.0,0
27.8193,162.5821,357.43,0.1408,1.0,0
20.5233,228.45,139.84,0.1188,0.0,0
19.7084,61.0247,140.3738,0.6823,3.0,1
45.0453,30.0906,156.84,0.0101,0.0,0
16.4816,154.3127,302.72,0.1342,0.0,0
24.1537,78.149,130.53,0.0666,0.0,0
31.0998,67.9735,439.37,0.155,0.0,0
43.6588,157.0438,379.47,0.1271,1.0,0
36.0928,93.5541,151.38,0.063,0.0,0
18.9597,90.7078,126.17,0.0726,0.0,0
23.391,179.297,241.24,0.0272,0.0,0
53.7331,188.7635,201.65,0.1579,0.0,0
1.266,0.1379,6.2411,0.4885,4.0,1
24.4227,75.3429,191.44,0.1242,1.0,0
59.9669,71.2292,463.04,0.1078,0.0,0
18.8369,199.2347,156.61,0.086,0.0,0
1.8676,0.1265,16.0707,0.3954,3.0,1
74.7554,110.3042,350.99,0.149,0.0,0
910.7564,1.928,77.9979,0.3792,4.0,1
38.3538,57.3756,554.72,0.2218,2.0,0
53.6822,65.627,185.65,0.0522,0.0,0
69.7128,54.0494,391.29,0.1844,1.0,0
41.4387,58.694,265.9631,0.6068,3.0,1
35.4011,95.4494,471.41,0.1479,1.0,0
19.0546,200.3353,186.33,0.1996,0.0,0
27.9865,20.6833,554.01,0.0576,1.0,0
10.881,100.5121,413.52,0.0297,0.0,0
25.2063,76.2748,230.7741,0.5593,3.0,1
76.2019,118.6825,251.66,0.0677,1.0,0
43.3375,158.9405,392.95,0.0133,0.0,0
48.1791,40.3104,400.17,0.1464,1.0,0
62.0279,140.8126,276.78,0.1359,1.0,0
41.3996,147.8198,491.53,0.1041,0.0,0
36.8982,0.6926,97.356,0.207,3.0,1
36.6224,24.2506,392.4,0.0379,1.0,0
18.942,101.889,546.43,0.1294,1.0,0
55.2193,113.5083,142.15,0.0002,1.0,0
30.1785,145.7185,200.8,0.0742,0.0,0
37.3067,51.9687,353.18,0.2092,1.0,0
53.6054,214.8157,234.13,0.0329,2.0,0
23.277,115.3404,186.45,0.0858,0.0,0
14.3376,92.3431,369.99,0.1943,1.0,0
57.3243,187.2558,134.04,0.0803,0.0,0
65.9414,63.0481,178.21,0.1931,0.0,0
1.0322,0.0769,5.3304,0.2893,3.0,1
18.2251,139.1124,416.28,0.1207,0.0,0
706.7206,1.4386,44.8379,0.5305,2.0,1
66.189,109.8446,215.3,0.1594,0.0,0
16.9123,165.2709,579.7,0.0878,0.0,0
13.8816,189.3546,299.81,0.0631,0.0,0
12.1222,130.5297,191.01,0.1682,1.0,0
33.4362,164.1389,596.25,0.1048,1.0,0
25.2469,196.8525,332.1,0.0596,0.0,0
55.6679,152.1863,256.28,0.0924,0.0,0
49.136,133.9494,181.14,0.0134,0.0,0
47.7842,127.9075,199.97,0.1338,1.0,0
62.0494,41.0978,143.31,0.1558,0.0,0
74.8254,61.808,458.21,0.0756,0.0,0
37.9016,23.2122,432.67,0.0601,0.0,0
39.2418,112.012,510.3,0.1493,1.0,0
32.0561,55.2804,384.85,0.072,0.0,0
54.0475,150.6433,308.19,0.1408,0.0,0
51.6862,22.4836,430.57,0.1891,0.0,0
48.1784,92.5255,452.55,0.214,0.0,0
68.2343,128.8182,448.05,0.0763,0.0,0
27.4236,177.7879,299.98,0.015,1.0,0
70.3701,113.493,376.14,0.1799,0.0,0
46.5952,126.9838,333.82,0.029,0.0,0
0.2555,0.2721,7.9704,0.0928,6.0,1
45.0401,171.6044,388.88,0.2077,0.0,0
10.38,61.4695,266.73,0.1437,0.0,0
22.9919,120.5134,354.68,0.0539,0.0,0
16.5468,26.9567,554.01,0.0335,0.0,0
18.7094,74.3967,555.55,0.0191,0.0,0
0.6598,0.2257,2.8343,0.2297,4.0,1
88.6351,2.0253,242.1505,0.3298,5.0,1
37.6159,68.3931,199.2,0.1894,0.0,0
45.5293,81.1277,129.19,0.086,0.0,0
9.5391,99.6068,265.99,0.1395,0.0,0
71.1409,118.0985,184.49,0.0447,0.0,0
41.5832,107.4011,184.19,0.0613,0.0,0
34.7807,87.6375,307.5,0.0448,0.0,0
27.0221,98.0042,217.14,0.0909,0.0,0
40.0403,89.2274,412.69,0.063,0.0,0
1010.2918,2.4591,169.9225,0.3318,3.0,1
321.8884,1.1849,228.6793,0.3632,2.0,1
43.9049,113.2655,387.35,0.1124,0.0,0
528.2006,1.1636,121.2971,0.3361,2.0,1
54.0932,184.9773,540.56,0.1228,0.0,0
46.1589,195.1993,368.68,0.1324,0.0,0
19.6462,130.6418,217.27,0.1095,1.0,0
19.6778,195.1084,576.97,0.1752,0.0,0
26.271,124.4332,305.65,0.2074,0.0,0
22.6509,77.4008,133.21,0.0945,0.0,0
28.58,114.4045,143.94,0.1902,0.0,0
14.4456,115.9875,370.96,0.1929,2.0,0
73.235,120.6534,253.73,0.016,0.0,0
50.3986,138.2587,200.33,0.1647,0.0,0
38.7598,136.9499,353.05,0.2113,0.0,0
63.4575,132.4165,184.15,0.0771,1.0,0
14.2732,151.795,600.46,0.0583,1.0,0
37.6013,37.1992,347.01,0.0568,0.0,0
60.8752,121.9102,320.79,0.1844,1.0,0
46.8104,147.5154,344.26,0.1146,0.0,0
14.6301,53.0127,448.0,0.1496,0.0,0
61.4567,55.2728,215.86,0.1261,0.0,0
12.06,121.4154,347.94,0.0253,0.0,0
59.4545,44.2653,445.6,0.0291,0.0,0
58.697,71.0572,126.27,0.0988,1.0,0
45.7836,53.4293,560.53,0.1398,0.0,0
16.3854,177.8724,168.02,0.0413,0.0,0
44.7848,139.4507,389.49,0.1841,0.0,0
86.8604,1.0894,120.1919,0.2782,4.0,1
32.6327,153.3353,573.23,0.1507,0.0,0
49.671,149.9295,163.13,0.1241,0.0,0
38.9845,76.8805,137.2501,0.5855,2.0,1
52.3236,93.5768,551.19,0.0136,0.0,0
20.5923,22.8191,521.96,0.0643,1.0,0
10.6767,42.1294,143.1194,0.5166,1.0,1
54.3093,119.0173,439.74,0.1419,1.0,0
33.4386,111.6812,404.85,0.1536,0.0,0
42.2917,185.4905,434.31,0.0116,0.0,0
22.4771,131.9285,504.08,0.0848,0.0,0
40.9196,74.4515,376.19,0.1074,0.0,0
18.8753,176.7735,250.81,0.0397,1.0,0
21.5837,37.4773,135.49,0.1147,2.0,0
20.6685,80.8813,190.5123,0.362,1.0,1
48.5649,65.8213,211.29,0.1295,0.0,0
42.6956,121.316,553.78,0.0597,0.0,0
17.3241,96.9835,145.28,0.187,1.0,0
62.6846,94.8487,272.15,0.0817,1.0,0
34.3116,63.1592,232.8,0.1543,0.0,0
46.0005,51.2418,350.6,0.0114,0.0,0
20.1601,169.5556,153.68,0.0439,0.0,0
33.0006,163.2539,406.64,0.1571,1.0,0
57.8829,41.3085,567.39,0.1176,1.0,0
54.5864,169.9804,298.54,0.2117,0.0,0
45.1357,79.5571,317.57,0.1201,0.0,0
27.7663,173.1194,174.74,0.1153,0.0,0
9.3457,70.8364,230.24,0.1186,0.0,0
76.9755,92.5889,547.78,0.1455,0.0,0
0.4174,0.1491,2.0416,0.2574,3.0,1
35.2606,191.3321,399.11,0.0582,0.0,0
34.5545,103.4263,408.81,0.1874,0.0,0
1.256,0.1564,7.8459,0.1496,3.0,1
11.4475,80.6432,288.4553,0.8208,1.0,1
33.2346,133.3412,153.49,0.2219,0.0,0
93.1193,1.6995,349.9607,0.2084,5.0,1
23.9075,128.6572,623.5,0.097,1.0,0
13.0109,21.5421,279.3506,0.6014,2.0,1
50.0469,43.39,310.13,0.1371,0.0,0
23.8998,154.4992,243.19,0.1435,0.0,0
51.6742,74.3972,290.29,0.0672,0.0,0
32.3991,103.3045,208.77,0.0516,1.0,0
44.0558,198.0913,461.89,0.1164,0.0,0
67.3786,38.1718,405.93,0.0844,0.0,0
28.2704,42.801,529.04,0.0888,0.0,0
21.4648,75.5855,424.69,0.0871,1.0,0
20.7355,213.1143,536.51,0.1285,2.0,0
16.5222,128.9582,176.96,0.0257,2.0,0
64.8342,27.9258,345.33,0.0944,0.0,0
40.2591,94.8234,401.09,0.1151,0.0,0
94.7605,1.1064,193.1762,0.1402,4.0,1
25.9302,99.3442,239.2,0.1325,0.0,0
32.4973,183.1631,358.59,0.0665,0.0,0
17.3213,40.1728,291.37,0.1369,1.0,0
0.9744,0.2918,3.4606,0.2644,5.0,1
46.5681,91.9371,629.43,0.1642,0.0,0
0.6936,0.3109,5.6767,0.1002,3.0,1
25.9816,37.7257,168.58,0.0562,0.0,0
904.4903,0.8716,51.8132,0.5878,4.0,1
50.5312,168.0266,457.83,0.0,0.0,0
32.3461,117.7694,314.17,0.0156,1.0,0
56.8779,90.4893,434.33,0.0368,1.0,0
54.8302,26.9377,518.67,0.1227,0.0,0
24.3535,114.0072,445.9,0.1978,0.0,0
33.951,2.1198,149.71,0.5684,5.0,1
63.3656,99.087,285.18,0.0568,0.0,0
38.7664,123.364,466.09,0.0249,1.0,0
13.9282,20.3328,290.21,0.1351,0.0,0
1.2694,0.0463,7.7641,0.1228,4.0,1
65.6648,64.4584,586.04,0.06,0.0,0
436.4024,1.1407,142.2311,0.5666,2.0,1
64.4211,70.0872,493.68,0.045,0.0,0
1.2816,0.3786,2.1574,0.1448,5.0,1
45.2775,151.8795,167.37,0.1088,0.0,0
407.6316,0.4383,161.4878,0.4974,2.0,1
32.9814,0.8821,288.5972,0.2183,3.0,1
50.8288,38.9806,539.7,0.0668,0.0,0
35.0695,127.1766,376.73,0.0801,0.0,0
304.7021,0.3434,62.9097,0.2172,4.0,1
55.8282,206.6083,203.25,0.1266,0.0,0
33.1239,170.9788,445.97,0.1135,0.0,0
23.475,168.7132,478.83,0.2008,1.0,0
11.0481,146.4615,433.86,0.0648,1.0,0
17.0985,78.1983,105.6764,0.5451,2.0,1
21.3488,144.3055,339.06,0.1059,0.0,0
52.4214,1.3465,123.9604,0.4122,3.0,1
13.0693,137.807,360.24,0.0491,0.0,0
38.0629,144.9385,162.94,0.152,0.0,0
0.9009,0.1306,12.4236,0.598,4.0,1
36.5292,157.8001,235.52,0.1679,0.0,0
46.4933,42.2631,217.55,0.0129,0.0,0
30.3817,99.5809,444.86,0.0213,0.0,0
41.3914,102.2618,378.22,0.0692,0.0,0
42.4768,90.5883,128.4278,0.7824,1.0,1
59.9341,102.1055,129.35,0.009,1.0,0
8.1798,43.7406,213.46,0.1769,0.0,0
20.0146,160.6196,290.38,0.0924,0.0,0
51.3746,34.9002,520.35,0.05,1.0,0
22.4034,131.2232,218.53,0.0579,0.0,0
68.1827,152.958,395.82,0.1393,2.0,0
24.859,23.8019,561.55,0.1859,0.0,0
55.856,19.7993,213.22,0.147,0.0,0
28.1962,17.2572,239.2,0.0097,0.0,0
75.2252,108.4502,363.11,0.069,0.0,0
13.7384,111.4094,346.82,0.148,0.0,0
32.1154,23.5189,369.24,0.0386,0.0,0
34.1974,109.441,141.34,0.0707,1.0,0
344.2882,0.9847,46.5304,0.5389,2.0,1
16.5386,136.6287,160.1,0.1634,0.0,0
66.7828,51.0802,441.32,0.1959,0.0,0
262.4142,1.5925,203.0767,0.4137,3.0,1
32.5538,175.9872,383.5,0.1734,0.0,0
50.6182,166.079,182.15,0.0818,0.0,0
16.478,207.4496,327.78,0.0359,0.0,0
38.3801,50.1232,574.39,0.0751,0.0,0
58.3275,111.15,324.87,0.1321,0.0,0
28.5219,49.0207,265.95,0.1426,1.0,0
32.1367,99.4923,315.35,0.1056,0.0,0
43.9368,61.4237,333.07,0.1687,0.0,0
48.2866,1.067,353.0673,0.3406,4.0,1
51.2349,83.0551,535.85,0.1853,0.0,0
31.3367,19.2101,387.2,0.2122,0.0,0
54.6896,90.8045,146.65,0.1507,0.0,0
24.8308,141.9574,435.8,0.1144,1.0,0
29.2584,141.9573,630.78,0.1655,1.0,0
47.3468,112.05,362.02,0.071,0.0,0
27.7487,84.5359,232.98,0.1204,0.0,0
40.7603,36.6802,165.65,0.1588,1.0,0
48.0681,136.8754,300.3,0.0478,0.0,0
59.9166,49.7598,631.91,0.0626,0.0,0
15.4971,67.6087,404.63,0.1341,0.0,0
22.656,76.491,196.25,0.0513,0.0,0
13.4341,75.6118,345.67,0.152,0.0,0
57.9683,94.1371,240.31,0.107,0.0,0
14.2401,83.2845,542.46,0.2314,1.0,0
61.4317,141.0004,205.42,0.1147,0.0,0
805.8236,0.6801,124.536,0.4532,2.0,1
10.0079,128.9907,232.75,0.027,0.0,0
76.84,1.2768,337.8172,0.3935,3.0,1
39.0363,91.4188,419.46,0.1252,0.0,0
11.8056,143.1176,435.76,0.0176,0.0,0
9.3924,52.2631,427.44,0.0348,0.0,0
61.712,121.1956,146.99,0.1065,2.0,0
40.7141,2.043,157.1791,0.108,5.0,1
23.0885,24.5881,421.29,0.083,1.0,0
16.5575,134.0257,302.11,0.175,0.0,0
10.2641,77.29,363.04,0.0402,0.0,0
22.4981,114.8857,200.39,0.0663,0.0,0
61.5947,94.3844,206.97,0.1127,0.0,0
19.7919,43.4466,339.39,0.0295,0.0,0
49.6543,36.4025,68.7724,0.3952,1.0,1
30.2066,208.5463,212.07,0.2017,1.0,0
50.7897,77.462,352.48,0.0691,0.0,0
49.1065,84.2184,214.28,0.0153,0.0,0
26.5968,169.0659,429.84,0.1838,0.0,0
72.5643,67.1911,203.37,0.0101,0.0,0
43.3748,81.1511,214.53,0.0898,1.0,0
52.7303,135.7613,211.8,0.1917,0.0,0
61.5681,145.6373,372.78,0.1095,0.0,0
17.0028,92.2572,145.59,0.1249,2.0,0
57.785,0.9335,114.6502,0.4262,4.0,1
22.6694,21.9208,496.8,0.06,0.0,0
24.5024,123.1455,432.48,0.1554,0.0,0
12.6995,23.1963,211.67,0.0516,1.0,0
66.1079,26.715,683.38,0.1288,1.0,0
13.9841,136.39,513.91,0.0228,1.0,0
34.5574,81.1462,138.61,0.117,0.0,0
22.9627,134.1387,313.03,0.1717,0.0,0
31.6858,99.4636,409.88,0.0,0.0,0
21.0873,177.0491,583.59,0.0285,0.0,0
47.1378,135.1748,185.57,0.0846,0.0,0
25.3893,69.3503,395.34,0.0983,0.0,0
24.5668,138.7298,135.87,0.0958,1.0,0
62.7252,43.8792,594.63,0.1561,0.0,0
59.151,32.3215,159.25,0.1743,0.0,0
82.7228,117.661,400.57,0.0185,1.0,0
55.1404,85.2584,605.09,0.1739,0.0,0
69.525,50.5421,474.92,0.2028,0.0,0
31.8828,176.5242,124.43,0.0612,0.0,0
62.5255,63.9811,282.35,0.1096,0.0,0
26.9271,148.557,512.71,0.0943,1.0,0
22.9448,41.9086,164.8287,0.7184,1.0,1
33.8391,108.2747,196.43,0.1519,0.0,0
21.2071,101.9775,491.04,0.0841,0.0,0
12.2994,187.3277,253.34,0.0263,0.0,0
67.2582,102.5695,174.1,0.2054,0.0,0
48.9432,65.6627,572.18,0.0359,0.0,0
11.4132,182.4495,528.05,0.0124,0.0,0
63.693,108.7276,132.17,0.1891,0.0,0
62.1065,155.4924,482.37,0.2223,0.0,0
46.8414,204.9098,718.69,0.0964,0.0,0
47.2522,49.3325,456.18,0.1255,0.0,0
0.4459,0.1652,12.8296,0.1719,3.0,1
16.3153,135.5955,462.02,0.0499,0.0,0
17.0359,31.9198,371.99,0.0924,0.0,0
17.6998,53.5366,405.69,0.1472,0.0,0
39.4498,41.1082,373.08,0.0229,0.0,0
9.8143,60.707,544.89,0.1318,1.0,0
61.8268,161.7916,259.02,0.186,0.0,0
61.0996,92.7494,482.28,0.1473,0.0,0
48.4675,45.691,108.21,0.0627,0.0,0
40.7726,204.558,267.79,0.113,0.0,0
584.5625,0.8742,45.2047,0.4214,4.0,1
19.0472,0.5842,182.4731,0.1288,5.0,1
62.3453,199.0606,240.1,0.1737,0.0,0
856.3972,2.9533,145.913,0.3295,3.0,1
28.4436,0.4564,145.8925,0.1271,3.0,1
37.8008,85.2574,306.87,0.0041,0.0,0
51.3662,26.9238,121.3699,0.3062,3.0,1
69.8467,108.7092,184.27,0.1935,0.0,0
41.3427,202.4413,678.59,0.1727,0.0,0
35.1201,131.0201,314.74,0.0465,0.0,0
67.3216,168.0643,282.0,0.089,2.0,0
49.4575,60.8007,343.71,0.1837,0.0,0
47.1949,136.9496,339.34,0.1903,0.0,0
29.7378,208.63,483.68,0.1266,0.0,0
447.9573,0.8106,151.4186,0.3308,4.0,1
7.2677,178.1413,354.7,0.1787,0.0,0
71.1973,35.0506,389.07,0.17,0.0,0
35.2479,1.4342,227.2666,0.4294,4.0,1
27.4155,101.6558,166.48,0.189,1.0,0
70.6307,32.6263,596.46,0.0201,1.0,0
55.5585,105.4412,234.93,0.1299,0.0,0
10.683,107.2406,220.54,0.0319,0.0,0
39.6221,116.8496,201.63,0.1511,0.0,0
14.0802,16.6725,217.6328,0.9411,1.0,1
79.9274,89.2946,460.73,0.1335,0.0,0
62.6351,62.25,324.15,0.1716,0.0,0
53.8082,127.0049,197.58,0.0177,0.0,0
27.9114,141.5067,214.67,0.058,0.0,0
48.7298,93.5954,396.74,0.0917,0.0,0
19.1855,84.586,543.22,0.0837,0.0,0
12.7216,23.8446,237.87,0.2055,0.0,0
32.0084,108.0521,320.36,0.1541,1.0,0
29.4958,101.7062,353.19,0.0937,0.0,0
74.6553,20.0044,618.58,0.1452,0.0,0
34.2713,44.3811,267.9,0.1499,0.0,0
40.1118,194.5305,376.31,0.0357,0.0,0
23.0705,105.9794,247.47,0.1036,0.0,0
16.1405,42.841,543.57,0.1642,0.0,0
10.5866,156.383,459.32,0.1507,1.0,0
42.4431,66.2584,187.99,0.0591,0.0,0
26.5904,93.1952,616.33,0.0776,0.0,0
47.2722,165.5505,525.55,0.0985,0.0,0
59.3954,139.3608,132.99,0.093,1.0,0
35.7495,167.212,550.48,0.0946,2.0,0
58.8151,36.006,312.74,0.1205,0.0,0
52.6865,66.5842,263.06,0.1858,0.0,0
47.819,54.8309,158.61,0.0177,0.0,0
10.26,105.3535,148.73,0.1396,0.0,0
1.3972,0.1393,2.1269,0.1621,6.0,1
8.3731,75.0705,143.11,0.2367,0.0,0
39.2179,44.5221,67.2239,0.6342,2.0,1
55.1515,139.7499,335.39,0.1817,1.0,0
23.2265,124.6326,206.51,0.187,1.0,0
53.1864,97.4534,498.38,0.047,1.0,0
25.9838,37.2561,489.92,0.15,0.0,0
34.868,99.6333,331.38,0.0651,0.0,0
8.9074,192.5218,565.94,0.0335,0.0,0
20.5854,65.8318,608.79,0.1176,1.0,0
59.4576,145.5338,202.77,0.044,0.0,0
27.9338,141.7108,196.78,0.1356,0.0,0
33.2884,117.5389,255.06,0.073,0.0,0
51.6455,116.5303,162.98,0.0984,0.0,0
28.325,182.5759,296.14,0.1994,0.0,0
40.8097,86.5543,579.03,0.1241,0.0,0
50.9725,38.1334,529.03,0.1469,1.0,0
47.7817,42.2769,156.33,0.163,1.0,0
13.7459,136.873,284.22,0.1258,0.0,0
49.2498,50.2699,342.6,0.0166,2.0,0
25.7213,86.6855,253.18,0.1058,0.0,0
74.4533,183.141,154.28,0.0396,0.0,0
60.0544,25.6978,186.07,0.0352,1.0,0
1.1882,0.3783,13.6979,0.3202,4.0,1
51.7243,0.8872,367.2597,0.3779,4.0,1
33.7234,124.7995,435.12,0.0719,0.0,0
21.9484,106.9722,376.8,0.1086,0.0,0
41.3284,1.3122,85.7628,0.3655,3.0,1
77.0149,81.8392,431.89,0.1518,0.0,0
46.5328,38.5658,278.1,0.1108,0.0,0
20.1246,125.6848,403.16,0.2222,0.0,0
59.6576,172.2711,443.19,0.1814,0.0,0
412.3832,0.6197,209.2909,0.3851,2.0,1
54.6959,90.932,520.63,0.0217,1.0,0
20.8426,127.0196,540.14,0.1045,1.0,0
43.8854,180.7039,431.09,0.0301,0.0,0
13.4412,54.6017,510.82,0.037,0.0,0
0.3262,0.0269,5.0046,0.4215,6.0,1
47.7128,25.9971,213.62,0.0701,0.0,0
25.1956,64.9396,209.48,0.1764,1.0,0
64.313,71.0549,111.03,0.1377,0.0,0
51.4248,106.0239,340.89,0.1777,0.0,0
38.1773,95.0802,470.98,0.0894,0.0,0
22.6316,19.4964,169.86,0.1862,0.0,0
25.5958,110.9093,436.32,0.1821,0.0,0
32.1679,74.4199,314.23,0.1356,0.0,0
24.0216,74.0195,293.05,0.2175,2.0,0
23.0824,120.8262,158.73,0.1394,0.0,0
54.0965,149.4159,282.69,0.1762,2.0,0
56.3062,25.5478,186.82,0.1277,0.0,0
20.502,137.0104,163.52,0.1218,0.0,0
79.4289,125.441,498.16,0.1528,0.0,0
49.9165,67.6596,642.65,0.0374,1.0,0
33.211,198.0097,519.03,0.0392,0.0,0
47.2047,82.3568,375.16,0.0303,0.0,0
66.2203,176.5205,514.74,0.0253,0.0,0
51.1678,107.9949,268.97,0.1422,0.0,0
47.7243,153.4478,311.95,0.086,2.0,0
17.8733,71.145,377.84,0.0484,0.0,0
57.2211,110.4687,346.79,0.1424,0.0,0
20.3484,81.7547,433.86,0.0694,0.0,0
30.0588,111.0654,380.01,0.1635,0.0,0
72.2981,159.2869,288.37,0.146,0.0,0
1030.2675,3.165,58.3704,0.5411,3.0,1
40.1189,134.3545,342.86,0.1136,0.0,0
0.6924,0.0323,11.3821,0.1362,6.0,1
25.1954,186.4845,219.05,0.1198,0.0,0
60.8322,125.6458,131.53,0.0561,1.0,0
54.4592,139.8092,257.38,0.1203,1.0,0
27.0161,104.998,514.29,0.1228,0.0,0
33.4208,0.9779,348.6814,0.2845,4.0,1
8.1119,41.2965,199.39,0.1727,0.0,0
17.8547,169.0522,454.8,0.1163,1.0,0
45.3772,132.3975,260.02,0.0515,0.0,0
34.7309,19.1147,299.31,0.1536,1.0,0
42.1346,87.6803,416.6,0.0661,0.0,0
23.2693,95.3041,150.72,0.0754,1.0,0
51.437,194.7647,479.55,0.0005,0.0,0
54.3376,158.8352,352.43,0.0116,1.0,0
20.6903,175.5455,570.87,0.1467,0.0,0
78.4594,158.8294,397.86,0.029,0.0,0
19.9732,11.7492,211.8514,0.6441,2.0,1
25.146,27.7011,168.25,0.187,0.0,0
54.437,78.0476,145.63,0.0102,0.0,0
17.0035,82.8079,619.55,0.0877,0.0,0
